filename,width,height,class,xmin,ymin,xmax,ymax
2752_jpg.rf.6d6de05aefd23969197329d0d09d8ca9.jpg,640,640,E,24,371,77,474
2752_jpg.rf.6d6de05aefd23969197329d0d09d8ca9.jpg,640,640,L,129,200,189,307
2752_jpg.rf.6d6de05aefd23969197329d0d09d8ca9.jpg,640,640,E,82,361,142,471
2752_jpg.rf.6d6de05aefd23969197329d0d09d8ca9.jpg,640,640,O,161,495,228,610
2752_jpg.rf.6d6de05aefd23969197329d0d09d8ca9.jpg,640,640,O,197,187,253,294
2752_jpg.rf.6d6de05aefd23969197329d0d09d8ca9.jpg,640,640,S,309,13,362,126
2752_jpg.rf.6d6de05aefd23969197329d0d09d8ca9.jpg,640,640,O,263,179,321,286
2752_jpg.rf.6d6de05aefd23969197329d0d09d8ca9.jpg,640,640,D,215,318,278,431
2752_jpg.rf.6d6de05aefd23969197329d0d09d8ca9.jpg,640,640,S,297,443,350,567
2752_jpg.rf.6d6de05aefd23969197329d0d09d8ca9.jpg,640,640,O,356,434,417,546
2752_jpg.rf.6d6de05aefd23969197329d0d09d8ca9.jpg,640,640,X,339,290,400,400
2752_jpg.rf.6d6de05aefd23969197329d0d09d8ca9.jpg,640,640,A,282,313,332,417
2752_jpg.rf.6d6de05aefd23969197329d0d09d8ca9.jpg,640,640,H,372,8,425,120
2752_jpg.rf.6d6de05aefd23969197329d0d09d8ca9.jpg,640,640,E,432,3,493,124
2752_jpg.rf.6d6de05aefd23969197329d0d09d8ca9.jpg,640,640,R,402,280,452,396
3463_jpg.rf.6d6e2ad4b1dbec099a4d26223f8537b9.jpg,640,640,H,18,51,79,172
3463_jpg.rf.6d6e2ad4b1dbec099a4d26223f8537b9.jpg,640,640,S,90,23,154,152
3463_jpg.rf.6d6e2ad4b1dbec099a4d26223f8537b9.jpg,640,640,Z,166,10,230,128
3463_jpg.rf.6d6e2ad4b1dbec099a4d26223f8537b9.jpg,640,640,R,365,8,414,108
3463_jpg.rf.6d6e2ad4b1dbec099a4d26223f8537b9.jpg,640,640,N,14,358,92,501
3463_jpg.rf.6d6e2ad4b1dbec099a4d26223f8537b9.jpg,640,640,E,106,344,176,479
3463_jpg.rf.6d6e2ad4b1dbec099a4d26223f8537b9.jpg,640,640,W,189,323,262,452
3463_jpg.rf.6d6e2ad4b1dbec099a4d26223f8537b9.jpg,640,640,S,276,301,334,427
3463_jpg.rf.6d6e2ad4b1dbec099a4d26223f8537b9.jpg,640,640,G,206,502,270,640
3463_jpg.rf.6d6e2ad4b1dbec099a4d26223f8537b9.jpg,640,640,O,285,476,354,602
3463_jpg.rf.6d6e2ad4b1dbec099a4d26223f8537b9.jpg,640,640,N,357,441,418,573
3463_jpg.rf.6d6e2ad4b1dbec099a4d26223f8537b9.jpg,640,640,S,400,272,461,392
3463_jpg.rf.6d6e2ad4b1dbec099a4d26223f8537b9.jpg,640,640,A,417,11,469,109
3463_jpg.rf.6d6e2ad4b1dbec099a4d26223f8537b9.jpg,640,640,E,423,425,483,549
2901_jpg.rf.6d7f4d0bfda3709a0bbb6e67b722b373.jpg,640,640,S,91,70,138,176
2901_jpg.rf.6d7f4d0bfda3709a0bbb6e67b722b373.jpg,640,640,H,151,67,201,168
2901_jpg.rf.6d7f4d0bfda3709a0bbb6e67b722b373.jpg,640,640,E,209,58,255,158
2901_jpg.rf.6d7f4d0bfda3709a0bbb6e67b722b373.jpg,640,640,D,158,329,218,438
2901_jpg.rf.6d7f4d0bfda3709a0bbb6e67b722b373.jpg,640,640,A,229,321,282,424
2901_jpg.rf.6d7f4d0bfda3709a0bbb6e67b722b373.jpg,640,640,M,269,49,322,155
2901_jpg.rf.6d7f4d0bfda3709a0bbb6e67b722b373.jpg,640,640,D,388,34,434,135
2901_jpg.rf.6d7f4d0bfda3709a0bbb6e67b722b373.jpg,640,640,O,446,35,489,136
2901_jpg.rf.6d7f4d0bfda3709a0bbb6e67b722b373.jpg,640,640,D,289,310,347,420
2901_jpg.rf.6d7f4d0bfda3709a0bbb6e67b722b373.jpg,640,640,A,283,179,333,277
2901_jpg.rf.6d7f4d0bfda3709a0bbb6e67b722b373.jpg,640,640,F,339,169,389,279
2901_jpg.rf.6d7f4d0bfda3709a0bbb6e67b722b373.jpg,640,640,S,396,161,452,274
2901_jpg.rf.6d7f4d0bfda3709a0bbb6e67b722b373.jpg,640,640,V,499,26,542,130
2901_jpg.rf.6d7f4d0bfda3709a0bbb6e67b722b373.jpg,640,640,N,544,31,582,126
2901_jpg.rf.6d7f4d0bfda3709a0bbb6e67b722b373.jpg,640,640,L,432,440,505,547
2901_jpg.rf.6d7f4d0bfda3709a0bbb6e67b722b373.jpg,640,640,A,363,440,427,550
2901_jpg.rf.6d7f4d0bfda3709a0bbb6e67b722b373.jpg,640,640,S,406,287,466,394
2901_jpg.rf.6d7f4d0bfda3709a0bbb6e67b722b373.jpg,640,640,E,457,152,512,261
592_jpg.rf.6de4aaf9ec8b2fc7fe5bbec01dbb6324.jpg,640,640,S,130,379,196,512
592_jpg.rf.6de4aaf9ec8b2fc7fe5bbec01dbb6324.jpg,640,640,H,203,371,276,509
592_jpg.rf.6de4aaf9ec8b2fc7fe5bbec01dbb6324.jpg,640,640,I,181,185,250,325
592_jpg.rf.6de4aaf9ec8b2fc7fe5bbec01dbb6324.jpg,640,640,N,261,173,327,323
592_jpg.rf.6de4aaf9ec8b2fc7fe5bbec01dbb6324.jpg,640,640,E,279,352,348,488
592_jpg.rf.6de4aaf9ec8b2fc7fe5bbec01dbb6324.jpg,640,640,S,380,503,446,627
592_jpg.rf.6de4aaf9ec8b2fc7fe5bbec01dbb6324.jpg,640,640,Q,357,331,427,466
592_jpg.rf.6de4aaf9ec8b2fc7fe5bbec01dbb6324.jpg,640,640,U,83,56,153,169
592_jpg.rf.6de4aaf9ec8b2fc7fe5bbec01dbb6324.jpg,640,640,E,7,61,70,181
592_jpg.rf.6de4aaf9ec8b2fc7fe5bbec01dbb6324.jpg,640,640,E,167,34,230,167
592_jpg.rf.6de4aaf9ec8b2fc7fe5bbec01dbb6324.jpg,640,640,N,243,6,309,152
592_jpg.rf.6de4aaf9ec8b2fc7fe5bbec01dbb6324.jpg,640,640,Q,301,513,371,640
4000_jpg.rf.6e3f77228ec257ab8fd04349e422f721.jpg,640,640,O,343,477,419,638
1082_jpg.rf.6e8b0860759d3bb370dc16e7dc4d0b9a.jpg,640,640,L,5,280,91,412
1082_jpg.rf.6e8b0860759d3bb370dc16e7dc4d0b9a.jpg,640,640,L,90,235,185,365
1082_jpg.rf.6e8b0860759d3bb370dc16e7dc4d0b9a.jpg,640,640,Q,148,419,237,554
1082_jpg.rf.6e8b0860759d3bb370dc16e7dc4d0b9a.jpg,640,640,X,178,174,271,310
1082_jpg.rf.6e8b0860759d3bb370dc16e7dc4d0b9a.jpg,640,640,N,324,286,405,438
1082_jpg.rf.6e8b0860759d3bb370dc16e7dc4d0b9a.jpg,640,640,G,386,249,492,415
1068_jpg.rf.6e9d6b36f93df05e86cb80fbf9149d9d.jpg,640,640,L,163,217,249,347
1068_jpg.rf.6e9d6b36f93df05e86cb80fbf9149d9d.jpg,640,640,L,243,175,338,305
1068_jpg.rf.6e9d6b36f93df05e86cb80fbf9149d9d.jpg,640,640,Q,301,344,390,479
1068_jpg.rf.6e9d6b36f93df05e86cb80fbf9149d9d.jpg,640,640,N,109,23,195,166
1068_jpg.rf.6e9d6b36f93df05e86cb80fbf9149d9d.jpg,640,640,X,320,127,413,262
1338_jpg.rf.6f6e301cdd04451e110569000b781ffd.jpg,640,640,S,12,137,90,293
1338_jpg.rf.6f6e301cdd04451e110569000b781ffd.jpg,640,640,E,105,120,180,272
1338_jpg.rf.6f6e301cdd04451e110569000b781ffd.jpg,640,640,D,182,92,254,258
1338_jpg.rf.6f6e301cdd04451e110569000b781ffd.jpg,640,640,S,348,57,420,190
1338_jpg.rf.6f6e301cdd04451e110569000b781ffd.jpg,640,640,O,426,29,490,155
1338_jpg.rf.6f6e301cdd04451e110569000b781ffd.jpg,640,640,S,42,323,126,483
1338_jpg.rf.6f6e301cdd04451e110569000b781ffd.jpg,640,640,H,136,308,208,461
1338_jpg.rf.6f6e301cdd04451e110569000b781ffd.jpg,640,640,E,214,275,290,424
1338_jpg.rf.6f6e301cdd04451e110569000b781ffd.jpg,640,640,N,296,246,374,390
3814_jpg.rf.6ff8cf969aeb08428abf30b59f42f962.jpg,640,640,S,219,455,294,610
3814_jpg.rf.6ff8cf969aeb08428abf30b59f42f962.jpg,640,640,H,299,443,375,593
3814_jpg.rf.6ff8cf969aeb08428abf30b59f42f962.jpg,640,640,H,139,35,199,147
3814_jpg.rf.6ff8cf969aeb08428abf30b59f42f962.jpg,640,640,E,206,28,259,141
3814_jpg.rf.6ff8cf969aeb08428abf30b59f42f962.jpg,640,640,V,323,19,381,131
3814_jpg.rf.6ff8cf969aeb08428abf30b59f42f962.jpg,640,640,E,379,426,452,573
3814_jpg.rf.6ff8cf969aeb08428abf30b59f42f962.jpg,640,640,A,385,11,432,118
3814_jpg.rf.6ff8cf969aeb08428abf30b59f42f962.jpg,640,640,R,435,6,491,110
3814_jpg.rf.6ff8cf969aeb08428abf30b59f42f962.jpg,640,640,C,352,266,416,384
1670_jpg.rf.6d2f53d34d3c2dbbeaf456975914db51.jpg,640,640,V,85,116,151,251
1670_jpg.rf.6d2f53d34d3c2dbbeaf456975914db51.jpg,640,640,O,157,122,229,249
1670_jpg.rf.6d2f53d34d3c2dbbeaf456975914db51.jpg,640,640,Q,234,126,303,259
1670_jpg.rf.6d2f53d34d3c2dbbeaf456975914db51.jpg,640,640,Q,306,126,378,259
1670_jpg.rf.6d2f53d34d3c2dbbeaf456975914db51.jpg,640,640,I,382,126,445,255
1670_jpg.rf.6d2f53d34d3c2dbbeaf456975914db51.jpg,640,640,E,457,123,520,261
1670_jpg.rf.6d2f53d34d3c2dbbeaf456975914db51.jpg,640,640,S,82,279,145,425
1670_jpg.rf.6d2f53d34d3c2dbbeaf456975914db51.jpg,640,640,H,153,283,219,427
1670_jpg.rf.6d2f53d34d3c2dbbeaf456975914db51.jpg,640,640,E,235,286,307,427
1670_jpg.rf.6d2f53d34d3c2dbbeaf456975914db51.jpg,640,640,V,303,438,375,585
1670_jpg.rf.6d2f53d34d3c2dbbeaf456975914db51.jpg,640,640,D,526,125,595,260
4009_jpg.rf.707893695236b96111d03a78c7bf9df9.jpg,640,640,O,190,482,257,629
4009_jpg.rf.707893695236b96111d03a78c7bf9df9.jpg,640,640,H,105,493,177,640
4009_jpg.rf.707893695236b96111d03a78c7bf9df9.jpg,640,640,T,275,472,347,618
4009_jpg.rf.707893695236b96111d03a78c7bf9df9.jpg,640,640,V,346,281,418,413
4009_jpg.rf.707893695236b96111d03a78c7bf9df9.jpg,640,640,R,357,453,424,603
4009_jpg.rf.707893695236b96111d03a78c7bf9df9.jpg,640,640,E,434,449,500,601
4009_jpg.rf.707893695236b96111d03a78c7bf9df9.jpg,640,640,E,418,278,482,408
3509_jpg.rf.6fa2f531f872ee4e5706f76f199f6cc6.jpg,640,640,R,0,73,66,189
3509_jpg.rf.6fa2f531f872ee4e5706f76f199f6cc6.jpg,640,640,S,20,385,96,526
3509_jpg.rf.6fa2f531f872ee4e5706f76f199f6cc6.jpg,640,640,A,71,58,134,171
3509_jpg.rf.6fa2f531f872ee4e5706f76f199f6cc6.jpg,640,640,I,139,36,205,163
3509_jpg.rf.6fa2f531f872ee4e5706f76f199f6cc6.jpg,640,640,H,96,375,169,504
3509_jpg.rf.6fa2f531f872ee4e5706f76f199f6cc6.jpg,640,640,D,210,23,277,135
3509_jpg.rf.6fa2f531f872ee4e5706f76f199f6cc6.jpg,640,640,I,177,341,247,474
3509_jpg.rf.6fa2f531f872ee4e5706f76f199f6cc6.jpg,640,640,N,257,313,320,448
3509_jpg.rf.6fa2f531f872ee4e5706f76f199f6cc6.jpg,640,640,G,323,299,384,428
4030_jpg.rf.6ec202bb7972e9b7057bb7006a45efdb.jpg,640,640,L,89,276,161,409
4030_jpg.rf.6ec202bb7972e9b7057bb7006a45efdb.jpg,640,640,N,180,472,263,635
4030_jpg.rf.6ec202bb7972e9b7057bb7006a45efdb.jpg,640,640,A,84,482,165,626
4030_jpg.rf.6ec202bb7972e9b7057bb7006a45efdb.jpg,640,640,O,180,265,269,412
4030_jpg.rf.6ec202bb7972e9b7057bb7006a45efdb.jpg,640,640,S,187,80,270,221
4030_jpg.rf.6ec202bb7972e9b7057bb7006a45efdb.jpg,640,640,O,274,258,346,396
4030_jpg.rf.6ec202bb7972e9b7057bb7006a45efdb.jpg,640,640,D,285,444,363,602
4030_jpg.rf.6ec202bb7972e9b7057bb7006a45efdb.jpg,640,640,K,356,250,429,390
4030_jpg.rf.6ec202bb7972e9b7057bb7006a45efdb.jpg,640,640,E,355,84,421,211
4030_jpg.rf.6ec202bb7972e9b7057bb7006a45efdb.jpg,640,640,G,453,412,534,582
3510_jpg.rf.708038a416ab9e72dec6ff51dec34568.jpg,640,640,R,1,80,53,198
3510_jpg.rf.708038a416ab9e72dec6ff51dec34568.jpg,640,640,S,2,395,80,536
3510_jpg.rf.708038a416ab9e72dec6ff51dec34568.jpg,640,640,A,60,61,123,174
3510_jpg.rf.708038a416ab9e72dec6ff51dec34568.jpg,640,640,I,127,39,193,166
3510_jpg.rf.708038a416ab9e72dec6ff51dec34568.jpg,640,640,H,85,389,158,518
3510_jpg.rf.708038a416ab9e72dec6ff51dec34568.jpg,640,640,D,199,29,266,141
3510_jpg.rf.708038a416ab9e72dec6ff51dec34568.jpg,640,640,I,166,351,233,489
3510_jpg.rf.708038a416ab9e72dec6ff51dec34568.jpg,640,640,N,250,316,313,451
3510_jpg.rf.708038a416ab9e72dec6ff51dec34568.jpg,640,640,G,316,303,377,432
275_jpg.rf.70cb69ac6e0cb4d4c56b8f66bd99606a.jpg,640,640,Q,35,109,107,235
275_jpg.rf.70cb69ac6e0cb4d4c56b8f66bd99606a.jpg,640,640,O,118,80,194,218
275_jpg.rf.70cb69ac6e0cb4d4c56b8f66bd99606a.jpg,640,640,U,205,65,272,194
275_jpg.rf.70cb69ac6e0cb4d4c56b8f66bd99606a.jpg,640,640,R,145,255,212,391
275_jpg.rf.70cb69ac6e0cb4d4c56b8f66bd99606a.jpg,640,640,A,60,283,129,409
275_jpg.rf.70cb69ac6e0cb4d4c56b8f66bd99606a.jpg,640,640,E,281,50,351,186
275_jpg.rf.70cb69ac6e0cb4d4c56b8f66bd99606a.jpg,640,640,E,225,242,292,382
3466_jpg.rf.71ef11511c04aa3b4b3364faaa662a94.jpg,640,640,S,58,28,122,157
3466_jpg.rf.71ef11511c04aa3b4b3364faaa662a94.jpg,640,640,Z,132,12,196,130
3466_jpg.rf.71ef11511c04aa3b4b3364faaa662a94.jpg,640,640,R,337,9,393,113
3466_jpg.rf.71ef11511c04aa3b4b3364faaa662a94.jpg,640,640,E,59,352,129,487
3466_jpg.rf.71ef11511c04aa3b4b3364faaa662a94.jpg,640,640,W,156,323,229,473
3466_jpg.rf.71ef11511c04aa3b4b3364faaa662a94.jpg,640,640,S,236,316,303,445
3466_jpg.rf.71ef11511c04aa3b4b3364faaa662a94.jpg,640,640,O,250,495,319,621
3466_jpg.rf.71ef11511c04aa3b4b3364faaa662a94.jpg,640,640,N,324,457,385,587
3466_jpg.rf.71ef11511c04aa3b4b3364faaa662a94.jpg,640,640,S,372,283,433,403
3466_jpg.rf.71ef11511c04aa3b4b3364faaa662a94.jpg,640,640,A,396,11,448,109
3466_jpg.rf.71ef11511c04aa3b4b3364faaa662a94.jpg,640,640,E,392,434,452,558
IMG20230420225122_jpg.rf.733d1ce80b3f4cab494a6f27cb4ba0d3.jpg,640,288,M,48,28,70,59
IMG20230420225122_jpg.rf.733d1ce80b3f4cab494a6f27cb4ba0d3.jpg,640,288,O,151,31,171,61
IMG20230420225122_jpg.rf.733d1ce80b3f4cab494a6f27cb4ba0d3.jpg,640,288,O,176,33,196,62
